0,1,2,3,4,5,6,7,8,9,10
curd,whipped/sour cream,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
other vegetables,white bread,,,,,,,,,
grapes,canned fish,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
whole milk,bottled water,,,,,,,,,
yogurt,whole milk,,,,,,,,,
spices,butter,,,,,,,,,
sausage,whole milk,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
frankfurter,hair spray,,,,,,,,,
bottled water,whole milk,,,,,,,,,
ice cream,whole milk,,,,,,,,,
finished products,spread cheese,,,,,,,,,
yogurt,sauces,specialty chocolate,,,,,,,,
tropical fruit,pastry,newspapers,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
sausage,other vegetables,waffles,,,,,,,,
other vegetables,citrus fruit,root vegetables,whipped/sour cream,,,,,,,
canned beer,tropical fruit,,,,,,,,,
shopping bags,white wine,soda,,,,,,,,
frankfurter,pastry,,,,,,,,,
organic products,root vegetables,,,,,,,,,
root vegetables,white bread,pasta,bottled beer,,,,,,,
pip fruit,herbs,frozen meals,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
red/blush wine,cream cheese ,,,,,,,,,
UHT-milk,cling film/bags,,,,,,,,,
whole milk,coffee,chewing gum,,,,,,,,
rolls/buns,mayonnaise,,,,,,,,,
pork,whole milk,,,,,,,,,
butter milk,other vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
dessert,long life bakery product,berries,sausage,grapes,frozen meals,candy,soda,,,
bottled beer,pip fruit,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
root vegetables,liver loaf,white bread,domestic eggs,cream cheese ,,,,,,
herbs,brown bread,,,,,,,,,
oil,margarine,,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
citrus fruit,mustard,,,,,,,,,
onions,curd,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
brown bread,tropical fruit,sugar,,,,,,,,
napkins,whipped/sour cream,,,,,,,,,
cream cheese ,yogurt,,,,,,,,,
whole milk,condensed milk,,,,,,,,,
beef,butter,,,,,,,,,
onions,pork,rolls/buns,vinegar,,,,,,,
beverages,cat food,,,,,,,,,
ice cream,yogurt,,,,,,,,,
tropical fruit,onions,,,,,,,,,
sausage,cocoa drinks,,,,,,,,,
ham,cream cheese ,other vegetables,oil,candy,,,,,,
sausage,root vegetables,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
chicken,frozen meals,,,,,,,,,
whole milk,soda,,,,,,,,,
pip fruit,sugar,,,,,,,,,
frozen potato products,domestic eggs,shopping bags,butter milk,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
whole milk,soda,soda,,,,,,,,
curd,canned beer,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
beef,shopping bags,,,,,,,,,
tropical fruit,tropical fruit,soda,salty snack,,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
chicken,misc. beverages,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
whole milk,yogurt,sliced cheese,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
photo/film,other vegetables,,,,,,,,,
butter,waffles,,,,,,,,,
pork,grapes,,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
whole milk,newspapers,,,,,,,,,
meat,fish,meat spreads,abrasive cleaner,margarine,,,,,,
white wine,newspapers,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
hamburger meat,oil,,,,,,,,,
sausage,frozen meals,,,,,,,,,
whole milk,sausage,whole milk,yogurt,cake bar,female sanitary products,soda,,,,
sausage,bottled beer,hygiene articles,,,,,,,,
fruit/vegetable juice,butter,rolls/buns,,,,,,,,
whole milk,butter milk,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
UHT-milk,tea,,,,,,,,,
chicken,frozen vegetables,candles,,,,,,,,
beef,hygiene articles,,,,,,,,,
dessert,sausage,whole milk,oil,,,,,,,
sausage,soda,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
soda,dessert,,,,,,,,,
other vegetables,sausage,tropical fruit,frozen meals,hygiene articles,rolls/buns,,,,,
root vegetables,yogurt,,,,,,,,,
frankfurter,mustard,,,,,,,,,
onions,waffles,,,,,,,,,
sausage,margarine,,,,,,,,,
beverages,sugar,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
beef,canned beer,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
whole milk,whipped/sour cream,frozen vegetables,,,,,,,,
beef,shopping bags,pickled vegetables,,,,,,,,
butter milk,zwieback,domestic eggs,,,,,,,,
canned fish,butter,pot plants,,,,,,,,
tropical fruit,hamburger meat,tea,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
frankfurter,whole milk,other vegetables,,,,,,,,
tropical fruit,pip fruit,whole milk,other vegetables,,,,,,,
pork,yogurt,whole milk,,,,,,,,
beef,citrus fruit,,,,,,,,,
sausage,sausage,frankfurter,sausage,whole milk,other vegetables,hygiene articles,shopping bags,shopping bags,,
bottled water,curd,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
turkey,newspapers,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
dessert,sliced cheese,bottled beer,other vegetables,,,,,,,
napkins,skin care,,,,,,,,,
onions,specialty cheese,canned fish,,,,,,,,
processed cheese,brown bread,house keeping products,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
yogurt,dessert,,,,,,,,,
canned beer,whole milk,,,,,,,,,
pip fruit,rolls/buns,whole milk,,,,,,,,
other vegetables,kitchen towels,,,,,,,,,
oil,bottled beer,yogurt,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
UHT-milk,pastry,bottled water,,,,,,,,
herbs,pork,sugar,hard cheese,long life bakery product,,,,,,
root vegetables,sugar,,,,,,,,,
coffee,butter milk,,,,,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
rolls/buns,pastry,,,,,,,,,
hamburger meat,baking powder,dessert,,,,,,,,
whole milk,hard cheese,candles,bottled beer,shopping bags,jam,,,,,
frankfurter,whole milk,whole milk,,,,,,,,
other vegetables,grapes,,,,,,,,,
frozen vegetables,margarine,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,
dessert,whole milk,,,,,,,,,
frozen vegetables,rice,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
frankfurter,specialty bar,whole milk,rice,dishes,,,,,,
newspapers,butter,,,,,,,,,
frozen meals,chocolate,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
brown bread,beef,bottled beer,specialty fat,,,,,,,
chicken,frozen meals,,,,,,,,,
sausage,bottled beer,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
cat food,whipped/sour cream,whole milk,,,,,,,,
yogurt,other vegetables,,,,,,,,,
soda,specialty bar,tidbits,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
sausage,root vegetables,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
whole milk,other vegetables,newspapers,,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,hard cheese,canned fish,,,,,,,,
misc. beverages,instant coffee,soda,tropical fruit,cling film/bags,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
rolls/buns,brown bread,whole milk,pasta,curd,butter milk,,,,,
rolls/buns,yogurt,shopping bags,,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
bathroom cleaner,beverages,,,,,,,,,
tropical fruit,butter,frozen fruits,,,,,,,,
cling film/bags,UHT-milk,pastry,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
whole milk,sugar,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
pip fruit,chewing gum,,,,,,,,,
chicken,cake bar,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
coffee,soda,,,,,,,,,
pork,brown bread,fruit/vegetable juice,shopping bags,,,,,,,
oil,pork,other vegetables,frozen meals,,,,,,,
canned fruit,dog food,,,,,,,,,
cake bar,pastry,butter,,,,,,,,
canned beer,brown bread,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
white wine,soft cheese,,,,,,,,,
misc. beverages,other vegetables,rolls/buns,brown bread,,,,,,,
waffles,rolls/buns,,,,,,,,,
hamburger meat,spices,chocolate,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
beef,condensed milk,,,,,,,,,
beverages,butter milk,,,,,,,,,
meat,root vegetables,,,,,,,,,
skin care,oil,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,napkins,,,,,,,
soda,tropical fruit,,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
oil,bottled water,whipped/sour cream,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
white bread,domestic eggs,,,,,,,,,
meat,domestic eggs,packaged fruit/vegetables,,,,,,,,
shopping bags,salty snack,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
herbs,soda,frozen vegetables,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
rolls/buns,tidbits,,,,,,,,,
soda,whole milk,,,,,,,,,
root vegetables,soda,,,,,,,,,
other vegetables,grapes,,,,,,,,,
whipped/sour cream,other vegetables,honey,,,,,,,,
pastry,frozen fish,,,,,,,,,
whole milk,waffles,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
white bread,processed cheese,,,,,,,,,
citrus fruit,soda,,,,,,,,,
curd,soda,sugar,specialty chocolate,artif. sweetener,,,,,,
baking powder,frozen potato products,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
chocolate,coffee,,,,,,,,,
beef,curd,,,,,,,,,
soda,yogurt,,,,,,,,,
ice cream,pasta,,,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
other vegetables,salty snack,syrup,newspapers,oil,,,,,,
rolls/buns,waffles,,,,,,,,,
soda,rolls/buns,,,,,,,,,
bottled water,processed cheese,packaged fruit/vegetables,yogurt,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
canned beer,soda,,,,,,,,,
whole milk,other vegetables,white bread,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
chewing gum,other vegetables,specialty bar,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
rolls/buns,cereals,,,,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
cleaner,shopping bags,,,,,,,,,
bottled water,detergent,,,,,,,,,
dessert,shopping bags,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
pip fruit,curd,specialty bar,beverages,sausage,soft cheese,rolls/buns,yogurt,other vegetables,curd,newspapers
fish,fruit/vegetable juice,,,,,,,,,
detergent,pet care,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
kitchen towels,margarine,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
root vegetables,sugar,bottled water,white bread,,,,,,,
other vegetables,pastry,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
pickled vegetables,whole milk,,,,,,,,,
beef,pip fruit,,,,,,,,,
ham,other vegetables,,,,,,,,,
grapes,pastry,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
pork,house keeping products,,,,,,,,,
sausage,detergent,bottled beer,,,,,,,,
yogurt,zwieback,,,,,,,,,
roll products ,rice,,,,,,,,,
yogurt,sweet spreads,canned beer,pot plants,,,,,,,
bottled beer,bottled beer,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
ready soups,pastry,,,,,,,,,
baking powder,baking powder,mustard,,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
light bulbs,frozen vegetables,liquor,citrus fruit,butter,chewing gum,cream cheese ,rolls/buns,,,
root vegetables,whipped/sour cream,,,,,,,,,
hard cheese,rolls/buns,,,,,,,,,
tropical fruit,pork,soda,onions,,,,,,,
berries,pastry,,,,,,,,,
cat food,pasta,,,,,,,,,
other vegetables,dessert,,,,,,,,,
margarine,margarine,,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
sausage,sparkling wine,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
whole milk,chocolate,,,,,,,,,
whole milk,soda,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
frozen fish,whole milk,tropical fruit,butter,coffee,,,,,,
dish cleaner,bottled beer,fruit/vegetable juice,,,,,,,,
meat,pastry,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
newspapers,cat food,,,,,,,,,
canned fish,specialty cheese,yogurt,specialty vegetables,,,,,,,
hamburger meat,citrus fruit,whole milk,specialty bar,,,,,,,
canned beer,cream cheese ,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
soda,chocolate,,,,,,,,,
newspapers,salty snack,,,,,,,,,
frozen fish,tropical fruit,,,,,,,,,
soda,specialty bar,,,,,,,,,
whole milk,bottled water,,,,,,,,,
brown bread,coffee,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
curd,whole milk,red/blush wine,,,,,,,,
yogurt,butter,,,,,,,,,
other vegetables,waffles,butter,,,,,,,,
whipped/sour cream,house keeping products,,,,,,,,,
pork,white bread,waffles,,,,,,,,
citrus fruit,female sanitary products,,,,,,,,,
domestic eggs,brown bread,specialty chocolate,,,,,,,,
citrus fruit,coffee,,,,,,,,,
canned beer,frozen meals,pastry,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
hamburger meat,detergent,flour,,,,,,,,
soda,candy,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
root vegetables,chewing gum,,,,,,,,,
meat,citrus fruit,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
sausage,frankfurter,other vegetables,bottled water,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
root vegetables,instant coffee,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
pot plants,herbs,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
margarine,other vegetables,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
spread cheese,soda,,,,,,,,,
whole milk,flour,,,,,,,,,
whole milk,pork,,,,,,,,,
whipped/sour cream,berries,cream cheese ,,,,,,,,
other vegetables,curd,,,,,,,,,
pastry,pip fruit,rolls/buns,yogurt,,,,,,,
chicken,citrus fruit,sugar,,,,,,,,
mustard,domestic eggs,,,,,,,,,
whole milk,yogurt,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
citrus fruit,pastry,candy,softener,,,,,,,
whole milk,napkins,napkins,,,,,,,,
berries,rolls/buns,,,,,,,,,
rolls/buns,napkins,cream cheese ,shopping bags,,,,,,,
butter milk,berries,citrus fruit,napkins,,,,,,,
rolls/buns,margarine,domestic eggs,,,,,,,,
whole milk,shopping bags,,,,,,,,,
shopping bags,newspapers,,,,,,,,,
sausage,waffles,,,,,,,,,
hamburger meat,pork,,,,,,,,,
chicken,root vegetables,,,,,,,,,
yogurt,yogurt,other vegetables,sliced cheese,,,,,,,
frankfurter,herbs,,,,,,,,,
mayonnaise,brown bread,,,,,,,,,
frankfurter,other vegetables,butter,frozen vegetables,,,,,,,
sausage,domestic eggs,,,,,,,,,
citrus fruit,pastry,dish cleaner,,,,,,,,
root vegetables,frozen vegetables,bottled water,cat food,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
bottled beer,bottled water,rolls/buns,root vegetables,,,,,,,
ham,sausage,curd,other vegetables,,,,,,,
citrus fruit,whipped/sour cream,onions,other vegetables,butter,,,,,,
sausage,whole milk,,,,,,,,,
waffles,specialty bar,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
meat,pip fruit,beverages,soda,,,,,,,
whole milk,pip fruit,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
whole milk,detergent,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
other vegetables,frozen vegetables,rolls/buns,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
dishes,other vegetables,,,,,,,,,
candy,cream cheese ,brown bread,soda,,,,,,,
beef,berries,,,,,,,,,
pip fruit,misc. beverages,,,,,,,,,
specialty chocolate,pasta,soda,long life bakery product,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
canned beer,coffee,,,,,,,,,
sausage,pastry,mayonnaise,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
dog food,bottled beer,,,,,,,,,
yogurt,other vegetables,rolls/buns,herbs,,,,,,,
yogurt,whole milk,fruit/vegetable juice,,,,,,,,
hard cheese,waffles,,,,,,,,,
pip fruit,tropical fruit,frozen potato products,sweet spreads,chocolate,napkins,candles,seasonal products,,,
flour,bottled water,,,,,,,,,
yogurt,shopping bags,waffles,chocolate,,,,,,,
bottled water,bottled beer,brown bread,,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
pasta,hamburger meat,dessert,bottled water,,,,,,,
frozen dessert,yogurt,,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
soda,cream cheese ,,,,,,,,,
pip fruit,white wine,chocolate,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
pip fruit,soda,,,,,,,,,
tropical fruit,other vegetables,pastry,tropical fruit,long life bakery product,bottled water,UHT-milk,fruit/vegetable juice,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
frankfurter,UHT-milk,sliced cheese,,,,,,,,
root vegetables,napkins,,,,,,,,,
soda,cleaner,cling film/bags,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
salty snack,tropical fruit,bottled beer,rolls/buns,chocolate,,,,,,
roll products ,shopping bags,,,,,,,,,
soda,other vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
other vegetables,chicken,,,,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
coffee,pastry,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
canned beer,ready soups,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
brown bread,soda,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
beverages,sparkling wine,,,,,,,,,
frankfurter,beverages,beef,whole milk,other vegetables,rolls/buns,softener,vinegar,white bread,,
curd,soda,shopping bags,,,,,,,,
shopping bags,rubbing alcohol,,,,,,,,,
cream cheese ,chocolate marshmallow,spread cheese,pastry,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
sausage,photo/film,,,,,,,,,
rolls/buns,other vegetables,pastry,,,,,,,,
misc. beverages,packaged fruit/vegetables,,,,,,,,,
other vegetables,specialty fat,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
misc. beverages,salt,candy,,,,,,,,
root vegetables,rice,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
meat,beef,yogurt,yogurt,,,,,,,
ham,rolls/buns,,,,,,,,,
beef,newspapers,,,,,,,,,
bottled beer,frankfurter,pastry,sliced cheese,frozen vegetables,,,,,,
onions,whipped/sour cream,,,,,,,,,
rolls/buns,pickled vegetables,chocolate,whole milk,,,,,,,
pastry,red/blush wine,,,,,,,,,
soda,red/blush wine,,,,,,,,,
beef,yogurt,,,,,,,,,
oil,processed cheese,,,,,,,,,
pork,other vegetables,,,,,,,,,
fruit/vegetable juice,roll products ,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned beer,bottled water,,,,,,,,,
tropical fruit,chicken,waffles,,,,,,,,
dessert,root vegetables,,,,,,,,,
beef,sausage,pet care,yogurt,newspapers,soda,,,,,
salty snack,frozen meals,,,,,,,,,
other vegetables,coffee,,,,,,,,,
whole milk,curd,bottled beer,newspapers,,,,,,,
meat spreads,chocolate,,,,,,,,,
other vegetables,margarine,shopping bags,processed cheese,,,,,,,
beef,salt,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
whole milk,yogurt,,,,,,,,,
meat,sausage,salty snack,white wine,frozen vegetables,beverages,,,,,
long life bakery product,brown bread,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
pip fruit,whole milk,margarine,,,,,,,,
chewing gum,hamburger meat,candy,coffee,,,,,,,
rolls/buns,soda,chocolate,soda,,,,,,,
brown bread,pastry,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
pet care,photo/film,,,,,,,,,
frankfurter,oil,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
beef,potato products,,,,,,,,,
soda,pickled vegetables,,,,,,,,,
tropical fruit,pip fruit,root vegetables,pet care,,,,,,,
chicken,abrasive cleaner,,,,,,,,,
tropical fruit,soda,,,,,,,,,
chocolate marshmallow,soda,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
Instant food products,newspapers,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
flower (seeds),margarine,,,,,,,,,
tropical fruit,yogurt,curd,margarine,,,,,,,
ham,frankfurter,bottled water,shopping bags,specialty cheese,,,,,,
yogurt,other vegetables,,,,,,,,,
pastry,snack products,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
other vegetables,white bread,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
citrus fruit,dessert,newspapers,,,,,,,,
pip fruit,herbs,other vegetables,,,,,,,,
tropical fruit,citrus fruit,soda,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
rolls/buns,dessert,coffee,,,,,,,,
popcorn,pork,margarine,beef,butter,,,,,,
other vegetables,beverages,ice cream,shopping bags,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
pip fruit,margarine,,,,,,,,,
cleaner,misc. beverages,,,,,,,,,
canned beer,white bread,,,,,,,,,
pip fruit,canned beer,soft cheese,soft cheese,canned fish,semi-finished bread,newspapers,napkins,,,
chocolate,chocolate,,,,,,,,,
ice cream,white bread,whole milk,bottled water,,,,,,,
yogurt,mustard,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
whole milk,yogurt,frozen vegetables,,,,,,,,
pork,hygiene articles,,,,,,,,,
beef,rolls/buns,,,,,,,,,
citrus fruit,beef,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
root vegetables,whole milk,,,,,,,,,
berries,ham,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
